training_loss,validation_loss,test_accuracy
"[2.837984800338745, 2.835244655609131, 2.846424102783203, 2.8320810794830322, 2.83447003364563, 2.830742359161377, 2.8377535343170166, 2.8266332149505615, 2.833402156829834, 2.8431317806243896, 2.8274691104888916, 2.8368725776672363, 2.8261382579803467, 2.82725191116333, 2.832854986190796, 2.8356773853302, 2.839096784591675, 2.8410377502441406, 2.833447217941284, 2.8293209075927734, 2.8306808471679688, 2.830291509628296, 2.828486204147339, 2.821192979812622, 2.840879201889038, 2.828782081604004, 2.8365471363067627, 2.836930990219116, 2.8365225791931152, 2.837461471557617, 2.827942132949829, 2.8342833518981934, 2.8335306644439697, 2.8294875621795654, 2.838763952255249, 2.829313039779663, 2.8287343978881836, 2.8330142498016357, 2.8291842937469482, 2.832656145095825, 2.844296932220459, 2.819617986679077, 2.8417530059814453, 2.829435348510742, 2.826594591140747, 2.8359785079956055, 2.8322184085845947, 2.8398404121398926, 2.8340253829956055, 2.8295600414276123, 2.8236868381500244, 2.831563949584961, 2.816617727279663, 2.8425161838531494, 2.8343303203582764, 2.8293702602386475, 2.8409149646759033, 2.82671856880188, 2.8259224891662598, 2.839813709259033]","[2.8439880118650547, 2.843766619177426, 2.843773407094619, 2.8406154969159294, 2.8408219113069424, 2.8424301988938274, 2.8443721462698544, 2.8456650761996998, 2.8447858305538403, 2.846579060834997, 2.8461955575382007, 2.8488470105563892, 2.84625524633071, 2.8483571024502026, 2.8478754267973057, 2.847065112170051, 2.848920317257152, 2.8482724638546215, 2.848036359338199, 2.8473158443675324, 2.8479692655451156, 2.8489645088420197, 2.8484106204088997, 2.847460662617403, 2.847486748414881, 2.8471693571876076, 2.8480956975151512, 2.848463310914881, 2.8478634918437287, 2.848983975017772, 2.8470192376305077, 2.8480885730070225, 2.8468880232642677, 2.848547809264239, 2.8488924363080192, 2.8483694441178264, 2.8478816256803623, 2.8495689700631535, 2.849439494750079, 2.8504703325383804, 2.8502027006710278, 2.8496023486642277, 2.8488349073073445, 2.849738794214585, 2.8487893974079803, 2.850287213045008, 2.848574498120476, 2.8494819893556484, 2.848584119011374, 2.848374801523545, 2.84840092939489, 2.8479948604808136, 2.848278788959279, 2.8486930903266456, 2.8488069702597225, 2.848653456744026, 2.8494469418245205, 2.848251090330236, 2.8474728920880485, 2.8486999904408172]","[0.022058823529411766, 0.022058823529411766, 0.051470588235294115, 0.029411764705882353, 0.03676470588235294, 0.03676470588235294, 0.03676470588235294, 0.03676470588235294, 0.03676470588235294, 0.03676470588235294, 0.022058823529411766, 0.022058823529411766, 0.03676470588235294, 0.051470588235294115, 0.03676470588235294, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.03676470588235294, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.022058823529411766, 0.051470588235294115, 0.022058823529411766, 0.051470588235294115, 0.03676470588235294, 0.051470588235294115, 0.03676470588235294, 0.051470588235294115, 0.051470588235294115, 0.03676470588235294, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.051470588235294115, 0.03676470588235294, 0.051470588235294115, 0.051470588235294115]"
