epoch,loss
1,2.833833904827342
2,2.832277073579676
3,2.8315384668462418
4,2.8309278768651627
5,2.8302401795106777
6,2.8294960751253018
7,2.8286693376653336
8,2.828058453167186
9,2.827406167984009
10,2.826873821370742
11,2.826415356467752
12,2.8256750106811523
13,2.825079917907715
14,2.824528020970962
15,2.8238553159377155
16,2.823241921032176
17,2.822618933284984
18,2.8220131397247314
19,2.821212081348195
20,2.8206677997813507
21,2.8199056877809414
22,2.819224301506491
23,2.8186213268953213
24,2.818096076740938
25,2.81729299881879
26,2.81651149076574
27,2.8159752873813404
28,2.8152065136853386
29,2.814488817663754
30,2.813866839689367
31,2.8131962103002213
32,2.812440339256735
33,2.81175690538743
34,2.8111146057353302
35,2.810461437000948
36,2.809905963785508
37,2.809098341885735
38,2.8081032668842987
39,2.8076221101424275
40,2.8067867755889893
41,2.805899914573221
42,2.805253674002255
43,2.8045732133528767
44,2.8037699811598835
45,2.8033742904663086
46,2.8026557389427635
47,2.801690732731539
48,2.8009666695314297
49,2.8001802809098186
50,2.7996161264531754
51,2.7985849801231835
52,2.7980670227723965
53,2.797267240636489
54,2.796603763804716
55,2.7957086282617905
56,2.7949595731847428
57,2.7945599135230568
58,2.79372659851523
59,2.792871391071993
60,2.792372324887444
61,2.791271588381599
62,2.7905874112073112
63,2.7897902657003963
64,2.7890036667094513
65,2.788175470688764
66,2.787365801194135
67,2.7868063309613396
68,2.7860052024616913
69,2.785108580308802
70,2.7845617322360767
71,2.783957369187299
72,2.783058096380795
73,2.7821340140174415
74,2.781391101724961
75,2.7807550991282746
76,2.780083656311035
77,2.7790272796855255
78,2.778198845246259
79,2.7776148038751938
80,2.776691801407758
81,2.776071071624756
82,2.775339687571806
83,2.774552008684944
84,2.7739052772521973
85,2.7735118445228126
86,2.7722261793473186
87,2.771659991320442
88,2.770712417714736
89,2.7700615069445442
90,2.769210058100083
91,2.7683363662046543
92,2.7678945064544678
93,2.766787851558012
94,2.7663570993086872
95,2.765400998732623
96,2.7647127684424904
97,2.7637700333314785
98,2.7630256905275234
99,2.7624554914586685
100,2.7615629083970012
101,2.7608305005466236
102,2.7599398809320785
103,2.7591469708610985
104,2.7583995145909928
105,2.7579284836264217
106,2.756925372516408
107,2.7560479781206917
108,2.755484286476584
109,2.754723590963027
110,2.7539787152234245
111,2.7533073285046745
112,2.752587206223432
113,2.751825851552627
114,2.7507329548106476
115,2.7500327474930706
116,2.749437752891989
117,2.7484282044803394
118,2.74791218252743
119,2.7470277617959415
120,2.7462562252493465
121,2.74554882330053
122,2.744810665355009
123,2.74392349579755
124,2.7431783395655014
125,2.742514554192038
126,2.7416478044846477
127,2.7408666189979103
128,2.74037101689507
129,2.7392451061921963
130,2.738445015514598
131,2.737943747464348
132,2.7371311468236588
133,2.7364574039683625
134,2.7356275390176212
135,2.73487309848561
136,2.7339599553276512
137,2.7334807059344124
138,2.732454945059384
139,2.732060432434082
140,2.7311103484209847
141,2.730269796708051
142,2.729410437976613
143,2.72889939476462
144,2.7279589035931755
145,2.7273516374475815
146,2.72645097620347
147,2.725698975955739
148,2.7248195620144116
149,2.7242944521062515
150,2.7235349767348347
151,2.7226677081164192
152,2.721714973449707
153,2.7210918454562916
154,2.720481269499835
155,2.719556485905367
156,2.7191161969128776
157,2.718178763109095
158,2.717356289134306
159,2.7166715089012596
160,2.7156563506406894
161,2.7149753851049088
162,2.7143235907835117
163,2.713478747536154
164,2.7128867822534897
165,2.7122481851016773
166,2.7113196429084327
167,2.7106019609114704
168,2.7097102333517635
169,2.7090639366823086
170,2.7082620228038117
171,2.7074881020714257
172,2.706944661981919
173,2.705894287894754
174,2.705222690806669
175,2.704446750528672
176,2.7037753918591667
177,2.70300555229187
178,2.702139517840217
179,2.701386059031767
180,2.7004984126371494
181,2.700121430789723
182,2.6989842022166535
183,2.698200029485366
184,2.697584208320169
185,2.6968577048357796
186,2.6960124128005085
187,2.6952935807845173
188,2.694681434070363
189,2.6939172183766082
190,2.692872916950899
191,2.6922253019669475
192,2.6915088120628807
193,2.691106263329001
194,2.690216162625481
195,2.689226739546832
196,2.6884902785806095
197,2.687752639546114
198,2.6870633994831756
199,2.686538107254926
200,2.6855725120095646
