epoch,accuracy
1,0.11764705882352941
2,0.0
3,0.058823529411764705
4,0.17647058823529413
5,0.0
6,0.11764705882352941
7,0.11764705882352941
8,0.058823529411764705
9,0.058823529411764705
10,0.058823529411764705
11,0.058823529411764705
12,0.11764705882352941
13,0.058823529411764705
14,0.17647058823529413
15,0.0
16,0.058823529411764705
17,0.0
18,0.11764705882352941
19,0.058823529411764705
20,0.11764705882352941
21,0.11764705882352941
22,0.058823529411764705
23,0.11764705882352941
24,0.0
25,0.0
26,0.0
27,0.0
28,0.058823529411764705
29,0.0
30,0.0
31,0.0
32,0.058823529411764705
33,0.0
34,0.058823529411764705
35,0.058823529411764705
36,0.0
37,0.11764705882352941
38,0.11764705882352941
39,0.0
40,0.11764705882352941
41,0.11764705882352941
42,0.058823529411764705
43,0.11764705882352941
44,0.0
45,0.0
46,0.058823529411764705
47,0.058823529411764705
48,0.0
49,0.0
50,0.11764705882352941
51,0.17647058823529413
52,0.058823529411764705
53,0.058823529411764705
54,0.058823529411764705
55,0.11764705882352941
56,0.058823529411764705
57,0.058823529411764705
58,0.11764705882352941
59,0.0
60,0.058823529411764705
61,0.058823529411764705
62,0.058823529411764705
63,0.11764705882352941
64,0.058823529411764705
65,0.058823529411764705
66,0.0
67,0.23529411764705882
68,0.0
69,0.0
70,0.058823529411764705
71,0.11764705882352941
72,0.11764705882352941
73,0.17647058823529413
74,0.11764705882352941
75,0.058823529411764705
76,0.11764705882352941
77,0.0
78,0.0
79,0.11764705882352941
80,0.17647058823529413
81,0.11764705882352941
82,0.17647058823529413
83,0.058823529411764705
84,0.11764705882352941
85,0.058823529411764705
86,0.0
87,0.0
88,0.11764705882352941
89,0.058823529411764705
90,0.17647058823529413
91,0.058823529411764705
92,0.058823529411764705
93,0.0
94,0.0
95,0.0
96,0.17647058823529413
97,0.11764705882352941
98,0.11764705882352941
99,0.058823529411764705
100,0.17647058823529413
101,0.058823529411764705
102,0.0
103,0.0
104,0.0
105,0.058823529411764705
106,0.0
107,0.0
108,0.058823529411764705
109,0.0
110,0.17647058823529413
111,0.11764705882352941
112,0.0
113,0.058823529411764705
114,0.11764705882352941
115,0.11764705882352941
116,0.11764705882352941
117,0.11764705882352941
118,0.0
119,0.058823529411764705
120,0.11764705882352941
121,0.0
122,0.11764705882352941
123,0.058823529411764705
124,0.058823529411764705
125,0.0
126,0.0
127,0.11764705882352941
128,0.11764705882352941
129,0.058823529411764705
130,0.0
131,0.0
132,0.0
133,0.17647058823529413
134,0.0
135,0.058823529411764705
136,0.058823529411764705
137,0.058823529411764705
138,0.058823529411764705
139,0.29411764705882354
140,0.11764705882352941
141,0.058823529411764705
142,0.11764705882352941
143,0.058823529411764705
144,0.0
145,0.17647058823529413
146,0.0
147,0.11764705882352941
148,0.058823529411764705
149,0.058823529411764705
150,0.11764705882352941
151,0.058823529411764705
152,0.11764705882352941
153,0.11764705882352941
154,0.058823529411764705
155,0.11764705882352941
156,0.058823529411764705
157,0.058823529411764705
158,0.058823529411764705
159,0.0
160,0.058823529411764705
161,0.058823529411764705
162,0.11764705882352941
163,0.058823529411764705
164,0.11764705882352941
165,0.058823529411764705
166,0.11764705882352941
167,0.11764705882352941
168,0.058823529411764705
169,0.11764705882352941
170,0.058823529411764705
171,0.058823529411764705
172,0.23529411764705882
173,0.0
174,0.11764705882352941
175,0.058823529411764705
176,0.058823529411764705
177,0.11764705882352941
178,0.0
179,0.0
180,0.17647058823529413
181,0.0
182,0.11764705882352941
183,0.11764705882352941
184,0.058823529411764705
185,0.0
186,0.23529411764705882
187,0.11764705882352941
188,0.11764705882352941
189,0.17647058823529413
190,0.11764705882352941
191,0.0
192,0.0
193,0.11764705882352941
194,0.058823529411764705
195,0.11764705882352941
196,0.058823529411764705
197,0.0
198,0.058823529411764705
199,0.0
200,0.058823529411764705
