epoch,accuracy
1,0.0
2,0.058823529411764705
3,0.058823529411764705
4,0.058823529411764705
5,0.058823529411764705
6,0.0
7,0.23529411764705882
8,0.29411764705882354
9,0.11764705882352941
10,0.35294117647058826
11,0.17647058823529413
12,0.11764705882352941
13,0.11764705882352941
14,0.29411764705882354
15,0.29411764705882354
16,0.23529411764705882
17,0.23529411764705882
18,0.35294117647058826
19,0.4117647058823529
20,0.11764705882352941
21,0.23529411764705882
22,0.5882352941176471
23,0.35294117647058826
24,0.17647058823529413
25,0.17647058823529413
26,0.4117647058823529
27,0.4117647058823529
28,0.5882352941176471
29,0.17647058823529413
30,0.35294117647058826
31,0.4117647058823529
32,0.5294117647058824
33,0.5882352941176471
34,0.5294117647058824
35,0.5882352941176471
36,0.5882352941176471
37,0.6470588235294118
38,0.35294117647058826
39,0.7058823529411765
40,0.6470588235294118
41,0.5882352941176471
42,0.47058823529411764
43,0.6470588235294118
44,0.5882352941176471
45,0.6470588235294118
46,0.7647058823529411
47,0.7058823529411765
48,0.4117647058823529
49,0.47058823529411764
50,0.4117647058823529
51,0.47058823529411764
52,0.6470588235294118
53,0.6470588235294118
54,0.7058823529411765
55,0.6470588235294118
56,0.5294117647058824
57,0.5882352941176471
58,0.7058823529411765
59,0.35294117647058826
60,0.6470588235294118
61,0.6470588235294118
62,0.7647058823529411
63,0.7058823529411765
64,0.7647058823529411
65,0.7647058823529411
66,0.6470588235294118
67,0.5294117647058824
68,0.5294117647058824
69,0.7647058823529411
70,0.7058823529411765
71,0.7647058823529411
72,0.6470588235294118
73,0.8235294117647058
74,0.8235294117647058
75,0.8823529411764706
76,0.5882352941176471
77,0.7647058823529411
78,0.5294117647058824
79,0.8235294117647058
80,0.5294117647058824
81,0.7647058823529411
82,0.6470588235294118
83,0.7647058823529411
84,0.7647058823529411
85,0.5882352941176471
86,0.7058823529411765
87,0.7058823529411765
88,0.6470588235294118
89,0.5294117647058824
90,0.5294117647058824
91,0.8235294117647058
92,0.5882352941176471
93,0.7058823529411765
94,0.7058823529411765
95,0.9411764705882353
96,0.47058823529411764
97,0.7647058823529411
98,0.6470588235294118
99,0.6470588235294118
100,0.5294117647058824
101,0.7058823529411765
102,0.7058823529411765
103,0.8235294117647058
104,0.8823529411764706
105,0.7058823529411765
106,0.8235294117647058
107,0.7058823529411765
108,0.7058823529411765
109,0.7647058823529411
110,0.7647058823529411
111,0.7058823529411765
112,0.8235294117647058
113,0.7058823529411765
114,0.7058823529411765
115,0.8235294117647058
116,0.8235294117647058
117,0.8235294117647058
118,0.8235294117647058
119,0.7647058823529411
120,0.8235294117647058
121,1.0
122,0.7058823529411765
123,0.7058823529411765
124,0.8235294117647058
125,0.7058823529411765
126,0.8235294117647058
127,0.8235294117647058
128,0.7058823529411765
129,0.7058823529411765
130,0.7647058823529411
131,0.7647058823529411
132,0.9411764705882353
133,0.8823529411764706
134,0.7058823529411765
135,0.7058823529411765
136,0.5882352941176471
137,0.7647058823529411
138,0.8235294117647058
139,0.5882352941176471
140,0.6470588235294118
141,0.7647058823529411
142,0.8235294117647058
143,0.7058823529411765
144,0.9411764705882353
145,0.7058823529411765
146,0.8823529411764706
147,0.8823529411764706
148,0.7058823529411765
149,0.9411764705882353
150,0.9411764705882353
151,0.8823529411764706
152,0.6470588235294118
153,0.7058823529411765
154,0.7647058823529411
155,0.8823529411764706
156,0.8235294117647058
157,0.7647058823529411
158,0.9411764705882353
159,0.6470588235294118
160,0.7647058823529411
161,0.8235294117647058
162,0.8235294117647058
163,0.7647058823529411
164,0.7058823529411765
165,0.7647058823529411
166,0.8235294117647058
167,0.8823529411764706
168,0.7647058823529411
169,0.7647058823529411
170,0.8235294117647058
171,0.8235294117647058
172,0.8823529411764706
173,0.9411764705882353
174,0.8823529411764706
175,0.8235294117647058
176,0.8823529411764706
177,0.7647058823529411
178,0.5294117647058824
179,0.8823529411764706
180,0.7647058823529411
181,0.7058823529411765
182,0.5882352941176471
183,0.8235294117647058
184,0.7647058823529411
185,0.8823529411764706
186,0.8823529411764706
187,0.9411764705882353
188,0.6470588235294118
189,0.7058823529411765
190,0.8235294117647058
191,0.5882352941176471
192,0.8235294117647058
193,0.8823529411764706
194,0.8235294117647058
195,0.7647058823529411
196,0.9411764705882353
197,0.7058823529411765
198,0.8823529411764706
199,0.7058823529411765
200,0.7058823529411765
