Loss Function,Accuracy,Train Loss,Validation Loss
nll_loss,0.4852941176470588,0.19993337988853455,3.2138731479644775
cross_entropy,0.029411764705882356,2.8291208744049072,2.8520139666164623
smooth_l1_loss,0.08823529411764706,2.3920369148254395,40.6646250556497
soft_margin_loss,0.029411764705882356,0.8225439786911011,13.996916939230527
