nll_loss,cross_entropy,smooth_l1_loss,soft_margin_loss
2.6945719718933105,2.862891435623169,2.392042398452759,0.8233203887939453
2.453092098236084,2.8451857566833496,2.392037868499756,0.822484016418457
2.5157644748687744,2.8229942321777344,2.392037868499756,0.8223918080329895
2.095947027206421,2.8361215591430664,2.3920376300811768,0.8220454454421997
1.9199151992797852,2.834157943725586,2.3920373916625977,0.8222142457962036
1.685929775238037,2.8352749347686768,2.3920373916625977,0.8221320509910583
1.6467020511627197,2.8390073776245117,2.3920373916625977,0.8225909471511841
1.2677643299102783,2.8209638595581055,2.3920369148254395,0.8226077556610107
1.338064432144165,2.8527779579162598,2.3920371532440186,0.8227701783180237
1.1960499286651611,2.829960346221924,2.3920371532440186,0.8222677707672119
1.29813551902771,2.8287343978881836,2.3920369148254395,0.8220022320747375
1.0018577575683594,2.8350698947906494,2.3920373916625977,0.8227326273918152
1.7501968145370483,2.8330295085906982,2.3920373916625977,0.822567343711853
0.9424086809158325,2.8261241912841797,2.3920373916625977,0.8224688768386841
0.8478820323944092,2.837864637374878,2.3920371532440186,0.8224040865898132
0.4739563465118408,2.8444862365722656,2.3920371532440186,0.82211834192276
0.11922397464513779,2.8407814502716064,2.3920371532440186,0.821776270866394
0.38534948229789734,2.840573310852051,2.3920369148254395,0.8230488896369934
0.2113393396139145,2.833756923675537,2.3920373916625977,0.8223675489425659
0.2922973036766052,2.836392879486084,2.3920369148254395,0.8225390315055847
0.3040604591369629,2.822256088256836,2.3920369148254395,0.8222141265869141
0.7594581246376038,2.8300085067749023,2.3920369148254395,0.8214341998100281
0.5331571102142334,2.840707778930664,2.3920369148254395,0.8227189779281616
0.3357403576374054,2.8355960845947266,2.3920369148254395,0.8230307102203369
0.21400152146816254,2.8191514015197754,2.3920369148254395,0.8230405449867249
0.09362669289112091,2.84262752532959,2.3920371532440186,0.8237117528915405
0.0536271370947361,2.820152759552002,2.3920371532440186,0.8229092955589294
0.18905752897262573,2.814728260040283,2.3920369148254395,0.8215700387954712
0.05852675437927246,2.8348629474639893,2.3920369148254395,0.8222834467887878
0.425468385219574,2.82570743560791,2.3920369148254395,0.8217589259147644
0.6052913665771484,2.852206230163574,2.3920369148254395,0.8218175172805786
0.46172019839286804,2.8283910751342773,2.3920369148254395,0.8224803805351257
0.05007486790418625,2.840477466583252,2.3920369148254395,0.8225454688072205
0.29283416271209717,2.814014434814453,2.3920369148254395,0.8224369287490845
0.22478756308555603,2.8349568843841553,2.3920371532440186,0.8212580680847168
0.12996207177639008,2.82857608795166,2.3920369148254395,0.8221656680107117
0.016275182366371155,2.829968214035034,2.3920369148254395,0.8233720660209656
0.006991737987846136,2.824530601501465,2.3920369148254395,0.8226284980773926
0.09439593553543091,2.821662425994873,2.3920369148254395,0.8228908777236938
0.3943018615245819,2.850095272064209,2.3920369148254395,0.8224837779998779
0.2864338457584381,2.8344459533691406,2.3920369148254395,0.8220288157463074
0.04192972928285599,2.849278211593628,2.3920369148254395,0.8226798176765442
0.043052155524492264,2.8565351963043213,2.3920369148254395,0.8215548396110535
0.01628924533724785,2.8266842365264893,2.3920369148254395,0.8225392699241638
0.020098309963941574,2.815338611602783,2.3920369148254395,0.8228065371513367
0.01508993748575449,2.846008777618408,2.3920369148254395,0.8220202326774597
0.011739207431674004,2.8252675533294678,2.3920369148254395,0.8223333358764648
1.0969144105911255,2.834176540374756,2.3920369148254395,0.8218048810958862
0.7326480150222778,2.8176374435424805,2.3920369148254395,0.8231834769248962
0.19993337988853455,2.8291208744049072,2.3920369148254395,0.8225439786911011
