batch_size_4,batch_size_32,batch_size_64
1.1302056312561035,1.8879246711730957,2.5922958850860596
0.6033921837806702,0.5995380878448486,1.5059210062026978
0.01160142570734024,0.1329694390296936,0.4776054322719574
1.1435365676879883,0.10179508477449417,0.213787242770195
0.00011638077558018267,0.04001006484031677,0.1423957347869873
5.364412913877459e-07,0.008001599460840225,0.035017114132642746
0.0408768430352211,0.005924041382968426,0.044831179082393646
0.12400475889444351,0.0062723481096327305,0.13719825446605682
0.008273149840533733,0.0021667678374797106,0.022440919652581215
0.0006922281463630497,0.0002627352369017899,0.05794847384095192
0.8739937543869019,0.08046165108680725,0.012674489989876747
0.0011016149073839188,0.010144241154193878,0.002925448352470994
0.0,0.016103962436318398,0.001497801742516458
1.937101114890538e-05,0.0005577245028689504,0.00205175019800663
0.0003355876251589507,0.00016904667427297682,0.047599829733371735
1.7881329767988063e-06,0.00048403485561721027,0.00306323217228055
2.9802320611338473e-08,5.039272946305573e-05,0.0004127836145926267
8.165702638507355e-06,0.0015196989988908172,0.00042934701195918024
3.546451125657768e-06,0.011321041733026505,0.0001806178188417107
2.9802320611338473e-08,0.00016758624406065792,0.0009868976194411516
3.030712468898855e-05,0.0020084152929484844,0.003702885005623102
0.0,0.0022706787567585707,0.00014251050015445799
0.00015614519361406565,0.00012594315921887755,0.0003346001903992146
2.4735818442422897e-06,2.0932366169290617e-05,0.000308083719573915
2.9802320611338473e-08,0.00020878083887510002,0.0010028129909187555
8.046617949730717e-07,8.809696009848267e-05,0.06410405039787292
2.9802320611338473e-08,3.5355744330445305e-05,0.001096969353966415
0.0011293375864624977,0.00010970931180054322,0.00020321583724580705
9.238702887159889e-07,0.00010097257472807541,0.002045184839516878
4.172321723672212e-07,5.390399746829644e-05,0.0006635279860347509
3.3974513371504145e-06,0.00021262388327158988,0.0005857365322299302
1.1026838819816476e-06,3.311751015644404e-06,0.0001213610012200661
0.0,4.1459137719357386e-05,0.0017476045759394765
5.960463766996327e-08,2.4507680791430175e-05,0.005735334008932114
0.0,0.00020891525491606444,6.90384185872972e-05
1.5795199033163954e-06,3.8370322386072075e-07,0.0015946751227602363
1.1920926112907182e-07,1.6689089079591213e-06,0.00465829111635685
4.768367034557741e-07,0.0004144925915170461,0.0017827888950705528
1.1920926112907182e-07,0.0013671048218384385,0.0011192858219146729
6.556502967214328e-07,2.272424666216466e-07,0.0014156012330204248
0.0,8.44123715069145e-05,0.002092844108119607
4.4703443791149766e-07,5.6965254771057516e-05,0.00011405924306018278
1.981775858439505e-05,9.222447260981426e-05,0.006472225300967693
1.4603094768972369e-06,2.450562533340417e-05,0.00836410466581583
5.960463766996327e-08,7.003210612310795e-06,0.00031679184758104384
0.0,5.168635834706947e-05,0.0021148785017430782
2.9802320611338473e-08,1.125023004533432e-06,0.00023047640570439398
1.1920926112907182e-07,2.0017005226691253e-05,0.00041476552723906934
0.00035112269688397646,1.013275095829158e-06,3.8400110497605056e-05
1.007298214972252e-05,4.988052296539536e-06,9.237739868694916e-05
1.1920927533992653e-07,4.1555107600288466e-05,0.00027265105745755136
0.0,3.572745845303871e-05,0.00010475713497726247
5.364415756048402e-07,3.138574174954556e-05,0.1426430493593216
2.9802320611338473e-08,5.710635377909057e-06,0.004761152900755405
3.576276128569589e-07,8.392288691538852e-06,0.0008842931711114943
0.0,5.237451659922954e-06,0.0008995471289381385
0.0,5.341146243154071e-05,0.0001767452631611377
0.0,1.343143594567664e-05,0.002213762840256095
5.960463766996327e-08,4.9715195928001776e-05,1.772735959093552e-05
6.139205197541742e-06,3.1001909519545734e-05,0.00047485181130468845
