,0
brightness,0.7914
contrast,0.55198
defocus_blur,0.7333
elastic_transform,0.7191
fog,0.66516
frost,0.72546
gaussian_blur,0.69624
gaussian_noise,0.67836
glass_blur,0.5958
impulse_noise,0.59354
jpeg_compression,0.77596
motion_blur,0.65532
pixelate,0.77296
saturate,0.76188
shot_noise,0.70576
snow,0.7173
spatter,0.69874
speckle_noise,0.70252
zoom_blur,0.67588
avg,0.6956136842105263
