,0
brightness,0.7582
contrast,0.2209
defocus_blur,0.5952
elastic_transform,0.6801
fog,0.4416
frost,0.6521
gaussian_blur,0.5452
gaussian_noise,0.602
glass_blur,0.5454
impulse_noise,0.4274
jpeg_compression,0.7611
motion_blur,0.5674
pixelate,0.7216
saturate,0.7255
shot_noise,0.6088
snow,0.699
spatter,0.6308
speckle_noise,0.6041
zoom_blur,0.5835
avg,0.5984157894736843
