,0
brightness,0.8968170474839211
contrast,2.409390323357582
defocus_blur,1.1588329041290284
elastic_transform,1.1858177964028715
fog,1.5655535496991873
frost,1.2283410605977476
gaussian_blur,1.3471232634103298
gaussian_noise,1.553133784469366
glass_blur,1.9597010410535336
impulse_noise,2.083885361995697
jpeg_compression,0.9672302504444122
motion_blur,1.541901513504982
pixelate,0.9877935985195637
saturate,1.0510157879656554
shot_noise,1.394383035800457
snow,1.2375383838295937
spatter,1.3542665100207925
speckle_noise,1.4157424567568302
zoom_blur,1.4478860785126686
