,0
brightness,0.5172
contrast,0.2111
defocus_blur,0.5864
elastic_transform,0.5934
fog,0.2602
frost,0.4825
gaussian_blur,0.5608
gaussian_noise,0.6195
glass_blur,0.5791
impulse_noise,0.578
jpeg_compression,0.6384
motion_blur,0.5404
pixelate,0.6246
saturate,0.5442
shot_noise,0.6188
snow,0.5038
spatter,0.5744
speckle_noise,0.6242
zoom_blur,0.5589
avg,0.5376789473684211
