,0
brightness,0.5971
contrast,0.39292
defocus_blur,0.62194
elastic_transform,0.59754
fog,0.45056
frost,0.53052
gaussian_blur,0.60782
gaussian_noise,0.63044
glass_blur,0.60848
impulse_noise,0.61362
jpeg_compression,0.64178
motion_blur,0.58452
pixelate,0.63732
saturate,0.59042
shot_noise,0.63408
snow,0.56986
spatter,0.6053
speckle_noise,0.6365
zoom_blur,0.59108
avg,0.5864105263157895
