avg,57.386456288584576
brightness,60.31764415818818
contrast,33.72148903048768
defocus_blur,59.53665737229951
elastic_transform,56.754337933598734
fog,40.0604965054259
frost,52.1720901022152
gaussian_blur,57.074042806819996
gaussian_noise,63.63449711702308
impulse_noise,61.31748324024434
jpeg_compression,63.70052890388333
motion_blur,53.47516367386798
natural,64.66497917175293
pixelate,62.37666056107501
saturate,60.99033293432119
shot_noise,63.80690913297692
snow,57.15797377605828
spatter,60.115224643629425
speckle_noise,63.65675844464983
zoom_blur,55.80939997458945
