,0
brightness,0.5518
contrast,0.1956
defocus_blur,0.5982
elastic_transform,0.6079
fog,0.2606
frost,0.4962
gaussian_blur,0.5682
gaussian_noise,0.6347
glass_blur,0.5929
impulse_noise,0.5825
jpeg_compression,0.6589
motion_blur,0.5397
pixelate,0.642
saturate,0.5807
shot_noise,0.6395
snow,0.5276
spatter,0.5783
speckle_noise,0.6383
zoom_blur,0.5746
avg,0.5509578947368421
