epoch,loss
1,2.832957492155187
2,2.8312087900498333
3,2.8294694423675537
4,2.8278666384079876
5,2.8267752983990837
6,2.8252378071055695
7,2.824064114514519
8,2.823181713328642
9,2.822264503030216
10,2.821495729334214
11,2.820926413816564
12,2.8199689248028923
13,2.819494934643016
14,2.818750367445104
15,2.8182132805095
16,2.8175153732299805
17,2.816934206906487
18,2.8163521850810334
19,2.815809025483973
20,2.81523201044868
21,2.814705385881312
22,2.8141245982226204
23,2.813526349909165
24,2.8129644674413345
25,2.8123802297255573
26,2.8117486308602726
27,2.8110620695001938
28,2.8106854522929474
29,2.8100172631880818
30,2.8093647676355697
31,2.808819392148186
32,2.808094445396872
33,2.807515593136058
34,2.806950667325188
35,2.8063332894269157
36,2.8055808824651383
37,2.8051406635957608
38,2.8045645180870507
39,2.80392580873826
40,2.8031638790579403
41,2.8026303824256447
42,2.801964044570923
43,2.801365754183601
44,2.800672306733973
45,2.8001338594100056
46,2.799392587998334
47,2.7987147219040813
48,2.798235809101778
49,2.7977049771477196
50,2.79690042664023
51,2.796232546077055
52,2.795776745852302
53,2.7950564552755917
54,2.794482848223518
55,2.7939971615286434
56,2.7931679837843952
57,2.7927378486184513
58,2.7919427647310147
59,2.7912402153015137
60,2.79059435339535
61,2.789996820337632
62,2.7894443764406094
63,2.7886197566986084
64,2.788073792177088
65,2.7873445118174835
66,2.7867454921498016
67,2.7861576921799602
68,2.785489517099717
69,2.784933524973252
70,2.784199602463666
71,2.783782538245706
72,2.782960148418651
73,2.782159777248607
74,2.7814683353199676
75,2.7809671934913185
76,2.780217577429379
77,2.779712059918572
78,2.7790353157941032
79,2.7783352907966163
80,2.777542086208568
81,2.777215466779821
82,2.7763172878938565
83,2.775707581463982
84,2.775060807957369
85,2.7743919176213883
86,2.7739226116853604
87,2.7733488784116855
88,2.7725237397586597
89,2.7717709681567024
90,2.771325672374052
91,2.770558006623212
92,2.7700213264016544
93,2.7693395614624023
94,2.768768689211677
95,2.767934574800379
96,2.767238602918737
97,2.766569081474753
98,2.765950132818783
99,2.7652567975661335
100,2.7646741306080536
101,2.7640367956722485
102,2.763385856852812
103,2.7627057748682358
104,2.762061595916748
105,2.761293621624217
106,2.76073499286876
107,2.7601598150589886
108,2.7593901017132927
109,2.758620360318352
110,2.758155808729284
111,2.757670108009787
112,2.756796626483693
113,2.756273395874921
114,2.755599358502556
115,2.7547976830426384
116,2.7543131463667927
117,2.7534550498513615
118,2.752740537419039
119,2.752267458859612
120,2.751555414760814
121,2.7509422302246094
122,2.7501485487994026
123,2.7495532035827637
124,2.749059186262243
125,2.7482253944172577
126,2.7476091805626366
127,2.7468901802511776
128,2.7462301394518684
129,2.7455062866210938
130,2.7450006569133087
131,2.7441999491523292
132,2.743526584961835
133,2.7429649970110725
134,2.7423873508677765
135,2.7416040897369385
136,2.7413366121404312
137,2.7403289430281697
138,2.7397363746867462
139,2.739032703287461
140,2.738351583480835
141,2.737666592878454
142,2.7370357232935287
143,2.736470839556526
144,2.735956823124605
145,2.7350447177886963
146,2.73459987079396
147,2.733774507746977
148,2.73320728189805
149,2.7324306544135597
150,2.731823584612678
151,2.7312669193043426
152,2.7306912225835465
153,2.729846912271836
154,2.7292589720557716
155,2.7285088230581844
156,2.7278715862947354
157,2.7271720381344067
158,2.7267185940462
159,2.725889374228085
160,2.7253260191749122
161,2.724676244399127
162,2.723971366882324
163,2.723457841312184
164,2.7226455211639404
165,2.722034356173347
166,2.721482795827529
167,2.720808940775254
168,2.7199914315167595
169,2.719441722421085
170,2.7191460974076214
171,2.718133435529821
172,2.717651801950791
173,2.7168250364415787
174,2.7161752336165486
175,2.715593702652875
176,2.7149010826559627
177,2.714493008220897
178,2.7137373896206127
179,2.713013031903435
180,2.712557049358592
181,2.7115999249851
182,2.7110553208519432
183,2.7104407478781307
184,2.709740063723396
185,2.70931040539461
186,2.7085079445558438
187,2.7078074427211987
188,2.7072543957654167
189,2.70649912778069
190,2.7059871869928696
191,2.7054627502665802
192,2.70467350062202
193,2.703966968199786
194,2.703308848773732
195,2.702695846557617
196,2.70221404468312
197,2.7012897659750545
198,2.7007104929755714
199,2.7001297193415024
200,2.699506465126486
