epoch,Training_Loss,Valid_Loss,accuracy
1,2.817908904131721,7.7612559000651045,0.058823529411764705
2,2.8364029491648957,7.368487040201823,0.058823529411764705
3,2.810315580929027,7.556008656819661,0.058823529411764705
4,2.7879929682787727,7.392405192057292,0.058823529411764705
5,2.7350580972783707,7.266124089558919,0.23529411764705882
6,2.5828480860766243,6.94964599609375,0.35294117647058826
7,2.3891124585095573,6.044228235880534,0.23529411764705882
8,2.2546252362868366,8.595645268758139,0.17647058823529413
9,2.1664588311139275,5.91512934366862,0.23529411764705882
10,2.1035774244981655,6.344498952229817,0.35294117647058826
11,2.060710261849796,5.599179585774739,0.35294117647058826
12,1.9898197160047644,6.8614145914713545,0.23529411764705882
13,1.9556127436020796,3.3968518575032554,0.35294117647058826
14,1.9104708292905022,5.652353922526042,0.35294117647058826
15,1.8692652968799366,5.583526611328125,0.47058823529411764
16,1.8188556643093334,6.12819226582845,0.47058823529411764
17,1.7834630994235767,5.9748795827229815,0.47058823529411764
18,1.7409579263013952,4.430601755777995,0.35294117647058826
19,1.6918780382941752,6.275669097900391,0.35294117647058826
20,1.657768305610208,6.536253611246745,0.4117647058823529
21,1.6126229763031006,4.776145299275716,0.5294117647058824
22,1.5821037643096025,5.297716776529948,0.47058823529411764
23,1.528675591244417,4.426719029744466,0.47058823529411764
24,1.5001743330675013,4.413267771402995,0.23529411764705882
25,1.4511832910425522,3.663145383199056,0.5882352941176471
26,1.4277136886821074,4.166731834411621,0.5882352941176471
27,1.3854783492929794,3.357182184855143,0.29411764705882354
28,1.355779767036438,4.315042813618978,0.5294117647058824
29,1.3386135732426363,3.9928646087646484,0.5294117647058824
30,1.2892738510580624,5.0542786916097,0.5882352941176471
31,1.2536202178281897,3.5746072133382163,0.7058823529411765
32,1.2418718618505142,3.505425453186035,0.8235294117647058
33,1.2066614697961247,3.542877197265625,0.6470588235294118
34,1.2077067424269283,4.091854731241862,0.6470588235294118
35,1.1760239741381477,2.317990303039551,0.4117647058823529
36,1.141008850406198,1.9848291079203289,0.7647058823529411
37,1.0978686704355127,2.7201849619547525,0.5882352941176471
38,1.0803123256739449,6.355071385701497,0.6470588235294118
39,1.0376570224761963,4.0520445505778,0.6470588235294118
40,1.0305532217025757,5.664831797281901,0.6470588235294118
41,1.0196262352606829,4.609077453613281,0.35294117647058826
42,1.0029872725991642,3.6538060506184897,0.5882352941176471
43,0.9704053787624135,3.766752560933431,0.5294117647058824
44,0.9286947530858657,3.5177125930786133,0.5882352941176471
45,0.9205630596946267,2.3245526949564614,0.7058823529411765
46,0.8947678979705361,4.2887468338012695,0.8235294117647058
47,0.8922932673903072,4.781304995218913,0.7058823529411765
48,0.8588566008736106,4.008496284484863,0.5882352941176471
49,0.8388479842859156,5.079341570536296,0.7647058823529411
50,0.8244912343866685,5.236258506774902,0.7647058823529411
51,0.8254278407377356,3.669785499572754,0.7647058823529411
52,0.7974267356535968,1.3281902472178142,0.7647058823529411
53,0.7973202887703391,5.111666679382324,0.7647058823529411
54,0.7952034227988299,6.250621795654297,0.8235294117647058
55,0.8143661898725173,2.2848711013793945,0.7647058823529411
56,0.7611784970059114,2.4304320017496743,0.7058823529411765
57,0.737864234868218,1.6520190238952637,0.6470588235294118
58,0.7138585027526406,5.183271090189616,0.9411764705882353
59,0.6820699940709507,2.5289430618286133,0.7058823529411765
60,0.6607074614833383,4.805576324462891,0.7647058823529411
61,0.6572400980135974,1.0976394812266033,0.9411764705882353
62,0.6554545514723834,1.9308592478434246,0.7058823529411765
63,0.6252923379926121,2.229617436726888,0.7058823529411765
64,0.6133266810108634,4.188295364379883,1.0
65,0.5988508340190438,3.479122797648112,0.9411764705882353
66,0.5985561241121853,3.145671844482422,0.7058823529411765
67,0.5655068790211397,1.477351983388265,0.7647058823529411
68,0.5753593076677883,2.405001481374105,0.7058823529411765
69,0.5791866043034721,6.32583745320638,0.8823529411764706
70,0.5563458432169521,5.730026880900065,0.7647058823529411
71,0.5157360118978164,3.2847973505655923,0.8235294117647058
72,0.4984489153413212,2.1449669202168784,0.8235294117647058
73,0.5213990667287041,3.721407890319824,0.5882352941176471
74,0.5142188194920035,5.99946657816569,0.8823529411764706
75,0.5041739590027753,4.027669270833333,0.7058823529411765
76,0.47587601577534394,4.182373046875,0.8823529411764706
77,0.45836327882374034,2.516759236653646,1.0
78,0.43719540799365325,2.8660640716552734,0.7647058823529411
79,0.4191648451720967,5.181798617045085,0.8235294117647058
80,0.42393845319747925,5.6548105875651045,0.6470588235294118
81,0.39381291585810047,5.624970118204753,0.9411764705882353
82,0.41718578689238606,1.5325279235839844,1.0
83,0.39794499032637654,2.178982893625895,0.9411764705882353
84,0.3758426229743397,4.831147829691569,0.8235294117647058
85,0.41218149136094484,2.5529518127441406,0.9411764705882353
86,0.4218115403371699,6.8158620198567705,0.7058823529411765
87,0.37273113517200246,8.955933252970377,0.9411764705882353
88,0.34071676520740285,6.964450836181641,0.8823529411764706
89,0.3216165830107296,4.779213587443034,0.8823529411764706
90,0.3133537295986624,2.7825180689493814,0.8235294117647058
91,0.28978680424830494,5.540714263916016,0.8823529411764706
92,0.2917184803415747,5.617180506388347,0.8823529411764706
93,0.3075262667501674,2.78727118174235,1.0
94,0.332604343400282,3.6467224756876626,0.9411764705882353
95,0.2839741224751753,2.5398216247558594,1.0
96,0.24358231618123896,8.442764282226562,0.8823529411764706
97,0.24506852381369648,1.5637712478637695,0.9411764705882353
98,0.22367112952120163,5.044472376505534,0.8235294117647058
99,0.23429842994493597,2.9543018341064453,1.0
100,0.26267625479137197,3.979243278503418,0.8823529411764706
101,0.22113586260991938,7.850649515787761,1.0
102,0.19986535258152904,3.183445612589518,0.9411764705882353
103,0.18400617820375106,2.2462892532348633,0.9411764705882353
104,0.16117442136301713,3.83387819925944,0.9411764705882353
105,0.15963870812864864,5.272615750630696,0.9411764705882353
106,0.1527271691490622,4.457286198933919,0.9411764705882353
107,0.23661657641915715,11.126490275065104,1.0
108,0.23292475807316163,5.040957768758138,0.9411764705882353
109,0.17105243661824396,3.7758680979410806,0.9411764705882353
110,0.1455913672552389,3.882246653238932,0.7647058823529411
111,0.14261401488500483,7.451283772786458,0.9411764705882353
112,0.12339816198629491,4.9625240961710615,1.0
113,0.11769169612842448,7.908212661743164,0.8823529411764706
114,0.11282550981816124,2.125985781351725,1.0
115,0.14754953848965027,5.471424102783203,0.9411764705882353
116,0.14088644920026555,4.248822530110677,0.9411764705882353
117,0.14652075881467147,2.361034552256266,0.9411764705882353
118,0.0902725096572848,4.173660596211751,0.9411764705882353
119,0.07886768548804171,7.113505045572917,0.9411764705882353
120,0.06817811026292689,9.247987111409506,1.0
121,0.07156998620313756,2.2857640584309897,1.0
122,0.07851477909614057,9.668826421101889,1.0
123,0.06832431081463308,3.664625803629557,1.0
124,0.05943296926424784,4.119543711344401,1.0
125,0.06483953906332746,5.842607498168945,1.0
126,0.12206300479524276,8.864801406860352,0.9411764705882353
127,0.12170213899191688,6.792177200317383,1.0
128,0.2192835536073236,9.655534744262695,0.8235294117647058
129,0.15404453084749334,3.5012547175089517,0.9411764705882353
130,0.10645703620770398,7.925848642985026,0.9411764705882353
131,0.05755243220311754,4.560602188110352,1.0
132,0.045413539470995176,9.0856081644694,0.9411764705882353
133,0.037247337729615325,2.766911824544271,1.0
134,0.036367776639321274,12.154562632242838,1.0
135,0.035807577016599035,5.565778096516927,1.0
136,0.027619476430118084,9.87656339009603,0.9411764705882353
137,0.026399234474143562,8.290491739908854,1.0
138,0.03117751669796074,5.7548675537109375,1.0
139,0.036594040472717845,5.82175890604655,0.9411764705882353
140,0.024118279599968123,5.3105268478393555,1.0
141,0.020446056773995653,5.763965606689453,1.0
142,0.017370226464289075,7.902199427286784,1.0
143,0.017419849495019984,3.3033806482950845,1.0
144,0.015487351947847535,2.6485466957092285,1.0
145,0.014021310407449217,15.146939595540365,1.0
146,0.012778633191962452,9.020081837972006,1.0
147,0.013345582109382925,5.9119078318278,1.0
148,0.012557266280055046,15.120831807454428,1.0
149,0.012685725355849546,2.13648255666097,1.0
150,0.014157925157205146,3.1782964070638022,1.0
151,0.013753188965732561,11.216841379801432,1.0
