epoch,Training_Loss,Valid_Loss,accuracy
1,2.8680822411004234,0.3295447405646829,0.0
2,2.8588574020301594,0.3396655250998104,0.0
3,2.854678154868238,0.2962638350094066,0.0
4,2.865465522688978,0.3607165673199822,0.25
5,2.8715707177624985,0.35546544018913717,0.0
6,2.859792012502165,0.353571611292222,0.0
7,2.8424880776335213,0.3351138619815602,0.0
8,2.846724064034574,0.3563089090235093,0.0
9,2.819600126322578,0.33840173833510456,0.25
10,2.7934917588444317,0.3479589574477252,0.0
11,2.7671272035907295,0.3323911779067096,0.0
12,2.7538925987832688,0.30977891473209157,0.0
13,2.741898108931149,0.3672087893766515,0.0
14,2.7301622918423485,0.29452649284811583,0.0
15,2.7163092336233925,0.3175601398243624,0.0
16,2.705418297473122,0.34240245819091797,0.25
17,2.6967530767707264,0.31513474969302907,0.0
18,2.6911899815587437,0.30452674977919636,0.25
19,2.6883666410165676,0.31940319958855123,0.0
20,2.6760546766659794,0.359408883487477,0.25
21,2.6730366542058834,0.311311497407801,0.25
22,2.663441265330595,0.3179027893963982,0.25
23,2.6435471247224247,0.3481149112477022,0.0
24,2.6292017733349518,0.34188220080207377,0.0
25,2.622942039195229,0.33571554632747874,0.5
26,2.619830947588472,0.29184189964743223,0.0
27,2.6129589549758854,0.3078765308155733,0.25
28,2.596199025564334,0.31378891888786764,0.25
29,2.5801830041934464,0.3374946818632238,0.5
30,2.583406330908046,0.34689684475169463,0.25
31,2.5678126264144394,0.30242140152875113,0.0
32,2.5453528060632595,0.2717532550587374,0.0
33,2.502229359220056,0.316805222455193,0.25
34,2.470804466482471,0.34154126223395853,0.25
35,2.4549339737962272,0.2983497451333439,0.0
36,2.4126423176597145,0.2867561789119945,0.5
37,2.367512092432555,0.3302461119259105,0.75
38,2.3372941678937744,0.27328213523415956,0.25
39,2.3236512103501488,0.32327696856330423,0.0
40,2.28410801116158,0.24928982117596796,0.25
41,2.2882062722654903,0.24480564454022577,0.0
42,2.336449681836016,0.2428118761848001,0.0
