batch_size_4,batch_size_32,batch_size_64
2.8971376419067383,2.2138783931732178,1.418357014656067
2.8540072441101074,2.131716012954712,0.4235779345035553
2.88334321975708,1.9021892547607422,0.30682408809661865
2.8180525302886963,1.073359727859497,0.35350722074508667
2.795407295227051,0.5873103141784668,0.6049473285675049
2.826944351196289,1.3706715106964111,0.11277104169130325
2.845846176147461,0.5985227823257446,0.40295612812042236
2.8462283611297607,0.3484102189540863,0.4597959518432617
2.8202667236328125,0.7917143106460571,0.4294029176235199
2.8106818199157715,0.21968449652194977,0.06568722426891327
2.828673839569092,0.1173001080751419,0.01353541575372219
2.8089046478271484,0.22187161445617676,0.015642724931240082
2.84806489944458,0.016448184847831726,0.03472268581390381
2.8480429649353027,0.040092382580041885,0.013369140215218067
2.826519012451172,0.019251303747296333,0.09466088563203812
2.7915658950805664,0.026674017310142517,0.0044941408559679985
2.9151556491851807,0.0030757321510463953,0.001364541007205844
2.866008758544922,0.0017547586467117071,0.0001264371385332197
2.9006309509277344,0.0015323725529015064,0.0001666674215812236
2.894406318664551,0.002091663423925638,2.2737291146768257e-05
2.860903739929199,0.0003502239123918116,0.00016185318236239254
2.8200736045837402,0.03979022055864334,8.694027928868309e-05
2.835003137588501,0.023288067430257797,2.1016707250964828e-05
2.8370251655578613,0.07229489833116531,1.265108039660845e-05
2.852674722671509,0.3583605885505676,2.7844662326970138e-05
2.8197569847106934,0.11225207149982452,3.578171526896767e-05
2.8124303817749023,0.0038945649284869432,6.382952960848343e-06
2.8905563354492188,0.000195192129467614,1.4918152373866178e-05
2.816226005554199,0.00043054058915004134,4.559372246148996e-05
2.8987529277801514,0.0002142036537406966,2.7900590794160962e-05
2.810153007507324,3.9954156818566844e-05,3.647486664704047e-05
2.810718297958374,0.0001422049681423232,4.980789890396409e-05
2.783301591873169,3.712144825840369e-05,7.137142347346526e-06
2.874049663543701,4.556282510748133e-05,4.756746056955308e-05
2.835733413696289,9.10669841687195e-05,1.0103624845214654e-05
2.8834900856018066,5.160217915545218e-05,1.1503636415000074e-05
2.813699722290039,2.9862163501093164e-05,4.01500437874347e-05
2.858320474624634,2.8722619390464388e-05,2.9767808882752433e-05
2.839832067489624,3.4490920370444655e-05,6.0440356719482224e-06
2.7904767990112305,4.1901621443685144e-05,2.6600002456689253e-05
2.8181958198547363,9.301485079049598e-06,8.234130291384645e-06
2.874685764312744,1.075822910934221e-05,9.094706911128014e-06
2.8496828079223633,5.534084266400896e-05,1.8982880646944977e-05
2.850994348526001,1.2665364010899793e-05,7.099743015714921e-06
2.8730621337890625,3.476314668660052e-05,2.1368905436247587e-05
2.816223382949829,6.386941095115617e-05,2.5275171537941787e-06
2.8537356853485107,1.8527320207795128e-05,7.224810360639822e-06
2.829939126968384,4.186981823295355e-05,9.769074495125096e-06
2.7771968841552734,8.031382094486617e-06,2.143857500414015e-06
2.9034881591796875,3.4027925721602514e-05,1.2421452083799522e-05
2.798247814178467,2.3757909730193205e-05,9.6703770395834e-06
2.826627492904663,2.2855525457998738e-05,8.74398847372504e-06
2.808515787124634,5.51698849449167e-06,1.4696175639983267e-05
2.8486433029174805,1.6193054761970416e-05,3.881558313878486e-06
2.844449043273926,2.045757537416648e-05,5.179620984563371e-06
2.858814001083374,1.805798092391342e-05,2.1438836483866908e-06
2.8255138397216797,1.579364288772922e-05,2.397162461420521e-06
2.9119415283203125,1.373404393234523e-05,9.736879292177036e-06
2.83048677444458,1.4106809430813882e-05,4.170355168753304e-06
2.8555567264556885,9.02232659427682e-06,1.2366705050226301e-05
