,batch_size_4,batch_size_32,batch_size_64
0,1.9159326553344727,2.747948169708252,2.8151609897613525
1,2.2187082767486572,2.5928735733032227,2.6477270126342773
2,0.7152731418609619,2.306241989135742,2.6320838928222656
3,0.8860145211219788,2.209428071975708,2.47983455657959
4,0.9636865854263306,1.9847135543823242,2.4105358123779297
5,0.653348445892334,1.9764013290405273,2.3266992568969727
6,0.15233014523983002,1.7686612606048584,2.270087718963623
7,0.24255195260047913,1.6065319776535034,2.118621587753296
8,0.10832218080759048,1.3717542886734009,2.0666959285736084
9,0.0738619938492775,1.0884238481521606,1.977004051208496
10,0.18008337914943695,1.1107220649719238,1.8211933374404907
11,0.05089468136429787,0.9415277242660522,1.6969422101974487
12,0.16511858999729156,0.986840009689331,1.6292434930801392
13,0.1774945855140686,0.8316443562507629,1.4918371438980103
14,0.5619361996650696,0.666815459728241,1.5202773809432983
15,0.06923422962427139,0.5856113433837891,1.4541752338409424
16,0.22800128161907196,0.4534395933151245,1.211538553237915
17,0.03894186392426491,0.5725419521331787,1.351942777633667
18,0.04068240150809288,0.647733211517334,1.2127219438552856
19,0.016471415758132935,0.5266398787498474,1.1634145975112915
20,0.01600048318505287,0.3711509108543396,1.0631998777389526
21,0.013296656310558319,0.5132120251655579,1.105391502380371
22,0.18125814199447632,0.38573649525642395,0.9416334629058838
23,0.1596367359161377,0.31888097524642944,0.8145120143890381
24,0.01061595045030117,0.3032150864601135,0.7886242270469666
25,0.025912268087267876,0.31299182772636414,0.8770483732223511
26,0.007823930121958256,0.2991970479488373,0.7829599976539612
27,0.3403252363204956,0.19046832621097565,0.6512836813926697
28,0.02888653054833412,0.327395498752594,0.6772075891494751
29,0.10981454700231552,0.1907421350479126,0.5133123397827148
30,0.6772344708442688,0.2938954532146454,0.669238269329071
31,0.007261213846504688,0.18561233580112457,0.6271512508392334
32,0.08087688684463501,0.28678300976753235,0.5481117963790894
33,0.42550623416900635,0.20857085287570953,0.5391432642936707
34,0.056790053844451904,0.20190837979316711,0.45199769735336304
35,0.16106203198432922,0.15033113956451416,0.49105092883110046
36,0.011526383459568024,0.13196824491024017,0.3488418757915497
37,0.09228851646184921,0.19535867869853973,0.38652434945106506
38,0.003747220616787672,0.15878824889659882,0.3448808789253235
39,0.11728055030107498,0.11597736179828644,0.4250950217247009
40,0.04593203216791153,0.22941355407238007,0.40321263670921326
41,0.0042974092066287994,0.16515976190567017,0.3583837151527405
42,0.036134373396635056,0.11403852701187134,0.31790632009506226
43,0.17837472259998322,0.0638502985239029,0.27711164951324463
44,0.007496887817978859,0.13646666705608368,0.3703213036060333
45,0.0020860563963651657,0.15228435397148132,0.3845790922641754
46,0.06128501147031784,0.11160386353731155,0.3405452370643616
47,0.005943710915744305,0.1426088958978653,0.35253551602363586
48,0.00622630026191473,0.09614313393831253,0.20590698719024658
49,0.23733332753181458,0.08730792999267578,0.2033340185880661
50,0.003347134217619896,0.12098371982574463,0.3579871952533722
51,0.0019043153151869774,0.09530206769704819,0.21474876999855042
52,0.06747519969940186,0.04382028058171272,0.1918840855360031
53,0.11411683261394501,0.1125008761882782,0.22067081928253174
54,0.0035171255003660917,0.08481340855360031,0.26086071133613586
55,0.05090053379535675,0.06776562333106995,0.2227276861667633
56,0.0019540044013410807,0.07030362635850906,0.23742614686489105
57,0.00172605796251446,0.0654117614030838,0.24747520685195923
58,0.07419181615114212,0.10572179406881332,0.18928758800029755
59,0.0010406747460365295,0.0935884565114975,0.19472095370292664
