epoch,training_loss,validation_loss,accuracy
1,2.8333291306215176,7.551807403564453,0.0
2,2.8259148176978615,7.406744639078776,0.11764705882352941
3,2.805483621709487,7.52931276957194,0.0
4,2.7751110441544475,7.6573225657145185,0.11764705882352941
5,2.7601796598995434,7.682037353515625,0.23529411764705882
6,2.7490563252392937,7.194125493367513,0.23529411764705882
7,2.7345575585084805,7.574529647827148,0.17647058823529413
8,2.7058365625493668,7.521436055501302,0.17647058823529413
9,2.7369175518260285,7.665364583333333,0.17647058823529413
10,2.718233318889842,7.421287536621094,0.17647058823529413
11,2.709295258802526,7.063162485758464,0.17647058823529413
12,2.686109935536104,7.424831390380859,0.17647058823529413
13,2.6527734504026523,7.438891728719075,0.35294117647058826
14,2.6716167786542107,6.836637496948242,0.17647058823529413
15,2.65450418696684,7.450183232625325,0.29411764705882354
16,2.6636961768655216,7.644214630126953,0.29411764705882354
17,2.622134811737958,7.006308873494466,0.17647058823529413
18,2.7030329984777115,7.457574844360352,0.35294117647058826
19,2.6889819678138283,7.456117630004883,0.29411764705882354
20,2.5720489866593303,7.048877716064453,0.5294117647058824
21,2.586409007801729,7.327559153238933,0.29411764705882354
22,2.571649467243868,6.739792505900065,0.35294117647058826
23,2.560800987131455,6.369764963785808,0.29411764705882354
24,2.5806398531969856,7.377156575520833,0.29411764705882354
25,2.5677791483262005,6.905859629313151,0.5294117647058824
26,2.55953769122853,6.8953094482421875,0.29411764705882354
27,2.530521743437823,6.820892333984375,0.35294117647058826
28,2.507329954820521,7.108288447062175,0.47058823529411764
29,2.491074968786801,7.2375532786051435,0.6470588235294118
30,2.5040182085598217,7.3490416208903,0.47058823529411764
31,2.498540387434118,6.796212514241536,0.17647058823529413
32,2.475644083584056,6.041912078857422,0.4117647058823529
33,2.440347012351541,6.873685201009114,0.6470588235294118
34,2.470854492748485,6.405964533487956,0.23529411764705882
35,2.4715344344868377,6.7150313059488935,0.29411764705882354
36,2.4636530455420997,6.435293833414714,0.23529411764705882
37,2.4449163044200226,7.439647674560547,0.23529411764705882
38,2.414385767544017,6.953564325968425,0.47058823529411764
39,2.402496379964492,7.467962265014648,0.5294117647058824
40,2.4143862584057976,6.809258778889974,0.47058823529411764
41,2.3925304412841797,7.131734212239583,0.4117647058823529
42,2.4068258369670197,6.655216217041016,0.7647058823529411
43,2.4170583416433895,6.166692733764648,0.4117647058823529
44,2.4122190054725197,6.634360631306966,0.5294117647058824
45,2.4429764186634735,6.730024337768555,0.29411764705882354
46,2.3981267424190746,7.132033665974935,0.4117647058823529
47,2.36116501864265,6.884838740030925,0.6470588235294118
48,2.3398323760313144,6.83998171488444,0.5294117647058824
49,2.329795991673189,6.633500417073567,0.7647058823529411
50,2.330218651715447,6.970329284667969,0.47058823529411764
51,2.3353903433855843,6.674905141194661,0.7058823529411765
52,2.322210255791159,7.375356038411458,0.47058823529411764
53,2.337920862085679,7.133261362711589,0.5882352941176471
54,2.328556579702041,7.144564310709636,0.7058823529411765
55,2.31886466811685,6.782932281494141,0.7058823529411765
56,2.3174311693976906,6.74965222676595,0.5882352941176471
57,2.321294728447409,6.287732442220052,0.5882352941176471
58,2.3057252238778507,6.766381581624349,0.5294117647058824
59,2.30363850032582,6.475388209025065,0.7647058823529411
60,2.3273490877712475,6.791236877441406,0.6470588235294118
61,2.2943512271432316,6.329694112141927,0.5294117647058824
62,2.30231133629294,7.777097702026367,0.6470588235294118
63,2.3119692662182976,5.796948750813802,0.6470588235294118
64,2.337681167265948,6.813131332397461,0.5294117647058824
65,2.3325397828046013,6.766909917195638,0.5882352941176471
66,2.3100916077108944,7.135924021402995,0.7058823529411765
67,2.349213950774249,6.80625597635905,0.35294117647058826
68,2.308839531505809,6.470139821370442,0.5294117647058824
69,2.3202175953808952,6.1682389577229815,0.6470588235294118
70,2.3230355066411636,6.807435353597005,0.7058823529411765
71,2.2912573113160977,6.17703374226888,0.6470588235294118
72,2.2982110696680405,6.841406504313151,0.8235294117647058
73,2.28615561653586,5.1636702219645185,0.7058823529411765
74,2.2856038878945744,7.129829406738281,0.5294117647058824
75,2.295211245031918,6.808691660563151,0.6470588235294118
76,2.3203553171718823,6.46461296081543,0.6470588235294118
77,2.3076067952548756,7.1042830149332685,0.6470588235294118
78,2.306961887023028,6.787965138753255,0.47058823529411764
79,2.2894815977881935,7.126880009969075,0.5294117647058824
80,2.2922642511479996,6.258684158325195,0.5882352941176471
81,2.2930712279151466,7.3189849853515625,0.7058823529411765
82,2.2912749823401954,7.133395512898763,0.7058823529411765
83,2.2922230468076816,6.889013926188151,0.7058823529411765
84,2.300378546995275,6.4672597249348955,0.8823529411764706
85,2.2848979585310993,6.14500363667806,0.7647058823529411
86,2.2978525301989388,6.14541498819987,0.5882352941176471
87,2.296005220974193,6.909842173258464,0.47058823529411764
88,2.280110892127542,5.814531962076823,0.6470588235294118
89,2.2791249050813565,7.136816660563151,0.7058823529411765
90,2.281701494665707,7.138999303181966,0.8235294117647058
91,2.2803864619311165,5.91978645324707,0.5882352941176471
92,2.2802381655749153,6.4784291585286455,0.5882352941176471
93,2.278176363776712,6.168961842854817,0.5882352941176471
94,2.319134936613195,6.1469980875651045,0.6470588235294118
95,2.2786935076994053,6.4864546457926435,0.7058823529411765
96,2.2751839301165413,6.471465428670247,0.5882352941176471
97,2.2716431617736816,7.139354070027669,0.5294117647058824
98,2.2725733588723576,6.16108512878418,0.7058823529411765
99,2.2726270030526554,6.806606928507487,0.7058823529411765
100,2.273226920296164,6.753583272298177,0.5882352941176471
101,2.272130110684563,7.486435572306315,0.7647058823529411
102,2.2686814420363484,6.811990737915039,0.47058823529411764
103,2.2714474902433506,6.47012201944987,0.7647058823529411
104,2.2718880737529084,6.463813781738281,0.5294117647058824
105,2.2771499577690575,7.135873158772786,0.5294117647058824
106,2.2880788971396053,6.513617833455403,0.7647058823529411
107,2.2902307790868424,7.805985768636067,0.6470588235294118
108,2.2771075893850887,6.468339920043945,0.7647058823529411
109,2.266386677237118,5.805234909057617,0.6470588235294118
110,2.2778996299294865,6.475222269694011,0.47058823529411764
111,2.2790962668026196,6.227815628051758,0.7647058823529411
112,2.283631352817311,6.473140716552734,0.6470588235294118
113,2.2731387615203857,7.360443115234375,0.7058823529411765
114,2.270568468991448,6.812068939208984,0.5882352941176471
115,2.2633489300222958,6.691052754720052,0.6470588235294118
116,2.2689874172210693,6.138338088989258,0.7058823529411765
117,2.2719070069930134,6.798475901285808,0.7058823529411765
118,2.268767903832828,6.580387115478516,0.6470588235294118
119,2.2588961404912613,6.635019938151042,0.7647058823529411
120,2.263438673580394,6.750813166300456,0.7058823529411765
121,2.3218410716337314,6.7031199137369795,0.4117647058823529
122,2.2967703061945297,6.811031341552734,0.47058823529411764
123,2.2797097318312702,5.480630238850911,0.7647058823529411
124,2.2674148082733154,6.704490661621094,0.7058823529411765
125,2.273577465730555,6.811653137207031,0.6470588235294118
126,2.2706127026501823,7.469882965087891,0.7058823529411765
127,2.2707929190467384,6.1453062693278,0.8235294117647058
128,2.2742574635673973,6.808444341023763,0.5294117647058824
129,2.2693619587842155,6.183053334554036,0.7058823529411765
130,2.2753755064571606,6.463734944661458,0.7058823529411765
131,2.271307159872616,6.47897466023763,0.6470588235294118
132,2.263679897083956,6.835348129272461,0.4117647058823529
133,2.262274643954109,6.5647939046223955,0.7058823529411765
134,2.276878188638126,6.145373026529948,0.5882352941176471
135,2.3061086710761574,6.561326344807942,0.7058823529411765
136,2.323841894374174,6.706824620564778,0.5882352941176471
137,2.275258751476512,6.8228607177734375,0.47058823529411764
138,2.2630261252908146,6.476805369059245,0.6470588235294118
139,2.2631295007817886,6.151923497517903,0.6470588235294118
140,2.268197578542373,5.478777567545573,0.7058823529411765
141,2.263105672948501,6.80564816792806,0.7058823529411765
142,2.2708198182723103,6.470847447713216,0.5294117647058824
143,2.2654192167169906,5.8121897379557295,0.6470588235294118
144,2.260536923128016,7.475806554158528,0.6470588235294118
145,2.258399486541748,7.089495340983073,0.8235294117647058
146,2.261407543631161,7.139508565266927,0.7058823529411765
147,2.2625409294577206,7.309785842895508,0.7647058823529411
148,2.264189411612118,6.487803141276042,0.5882352941176471
149,2.2612398231730744,6.4787139892578125,0.7058823529411765
150,2.2577664992388558,7.031134287516276,0.8235294117647058
151,2.274693713468664,7.478020985921224,0.7647058823529411
152,2.2608331932741055,7.141756057739258,0.7647058823529411
153,2.2748500880073097,7.14517084757487,0.7058823529411765
154,2.261103349573472,7.138231913248698,0.4117647058823529
155,2.256125632454367,6.815121968587239,0.47058823529411764
156,2.256048525080961,6.76579221089681,0.6470588235294118
157,2.2562845314250275,7.143039067586263,0.7058823529411765
158,2.251858080134672,6.145769119262695,0.8235294117647058
159,2.2582392552319694,6.138060887654622,0.7058823529411765
160,2.2578661722295426,6.8043568929036455,0.6470588235294118
161,2.2610232128816494,6.870497385660808,0.7058823529411765
162,2.264388729544247,6.737728118896484,0.7058823529411765
163,2.259207052343032,6.776500066121419,0.7058823529411765
164,2.259823630837833,7.1359405517578125,0.9411764705882353
165,2.2537277025334976,6.8266646067301435,0.5882352941176471
166,2.2536035285276523,7.144437789916992,0.7058823529411765
167,2.25393167664023,7.137587229410808,0.35294117647058826
168,2.2546252783607033,6.855890274047852,0.5294117647058824
169,2.2536917714511646,7.136587142944336,0.7647058823529411
170,2.259894188712625,6.470092137654622,0.7058823529411765
171,2.252043667961569,7.4776458740234375,0.6470588235294118
172,2.2529006004333496,7.114612579345703,0.6470588235294118
173,2.2502685013939354,6.651419321695964,0.7647058823529411
174,2.2501822499667896,6.488903681437175,0.8823529411764706
175,2.250019480200375,6.139609654744466,0.5882352941176471
176,2.2498744936550366,7.125609079996745,0.8235294117647058
177,2.2498047211590935,6.803347269694011,0.8823529411764706
178,2.2497018365299,6.141675313313802,0.7647058823529411
179,2.2496291889863858,6.811669031778972,0.7647058823529411
180,2.249667027417351,6.547151565551758,0.6470588235294118
181,2.249437991310568,5.904752095540364,0.5882352941176471
182,2.2494946507846607,6.145784378051758,0.6470588235294118
183,2.2493203668033375,6.739465077718099,0.5882352941176471
184,2.249122142791748,7.17375119527181,0.5882352941176471
185,2.2439322191126205,7.291396458943685,0.6470588235294118
186,2.2352152712204876,7.08010991414388,0.7647058823529411
187,2.234599043341244,6.156646728515625,0.5882352941176471
188,2.2322917265050553,6.803112665812175,0.7058823529411765
189,2.2504794597625732,6.232196807861328,0.7647058823529411
190,2.2372776480282055,6.827112197875977,0.7647058823529411
191,2.222263490452486,6.463836669921875,0.9411764705882353
192,2.225676831077127,6.459845860799153,0.8235294117647058
193,2.2482730360592114,6.80134391784668,0.5882352941176471
194,2.2403476799235627,6.752796808878581,0.7058823529411765
195,2.301447503706988,6.8010679880778,0.8823529411764706
196,2.2688322628245636,6.770344416300456,0.7058823529411765
197,2.2576506698832794,7.128517150878906,0.5882352941176471
198,2.2533940146951115,7.477317810058594,0.6470588235294118
199,2.2496874612920426,6.790182749430339,0.5882352941176471
200,2.239007318721098,7.132137934366862,0.6470588235294118
201,2.276902717702529,6.465094884236653,0.5882352941176471
202,2.29461267415215,6.814231236775716,0.5882352941176471
203,2.258498935138478,6.817370732625325,0.6470588235294118
204,2.2413642546709847,6.140410741170247,0.5294117647058824
205,2.2441433598013485,6.442104339599609,0.7058823529411765
206,2.2182928253622616,6.81196403503418,0.8235294117647058
207,2.209092799355002,6.585004170735677,0.8823529411764706
208,2.2150737678303436,7.144847869873047,0.7058823529411765
209,2.2419545510235954,6.811981836954753,0.5294117647058824
210,2.2379271703607895,6.47800890604655,0.8235294117647058
211,2.234683864256915,6.148189544677734,0.5882352941176471
212,2.239127930472879,6.456553777058919,0.7647058823529411
213,2.21756752799539,6.811775207519531,0.7058823529411765
214,2.2261887438157024,7.143506368001302,0.8235294117647058
215,2.2239228557137882,5.916586558024089,0.7647058823529411
216,2.205504810108858,6.478477478027344,0.7058823529411765
217,2.20511391583611,6.803615570068359,0.8235294117647058
218,2.2055607262779686,7.471899032592773,0.7058823529411765
219,2.2090311891892376,6.654649098714192,0.7058823529411765
220,2.217867851257324,6.798858642578125,0.5882352941176471
221,2.222887445898617,6.143309911092122,0.7058823529411765
222,2.2356356452493107,7.481334686279297,0.7647058823529411
223,2.2127906855414894,6.14830207824707,0.7058823529411765
224,2.216301174724803,6.473047256469727,0.47058823529411764
225,2.2014217797447655,6.477461496988933,0.7058823529411765
226,2.2015662473790787,6.810190200805664,0.7058823529411765
227,2.2112356915193447,6.235637664794922,0.7058823529411765
228,2.2062315660364487,7.143856684366862,0.6470588235294118
229,2.1955424196579876,6.145334879557292,0.7647058823529411
230,2.1989650445825912,6.201773961385091,0.7058823529411765
231,2.217077605864581,6.600666046142578,0.8823529411764706
232,2.2362185646505917,6.465417861938477,0.5294117647058824
233,2.203523032805499,7.141162236531575,0.8823529411764706
234,2.208424259634579,6.4356536865234375,0.6470588235294118
235,2.2028288140016445,7.139455795288086,0.7647058823529411
236,2.2059986731585335,6.480594635009766,0.5882352941176471
237,2.200519519693711,6.807970682779948,0.7647058823529411
238,2.206026554107666,6.598025004069011,0.7647058823529411
239,2.2094096856958725,6.452241897583008,0.7647058823529411
240,2.2069457979763256,6.010711669921875,0.8823529411764706
241,2.197303056716919,7.057515462239583,0.7647058823529411
242,2.198335787829231,7.143069585164388,0.8235294117647058
243,2.195195520625395,6.426204681396484,0.7058823529411765
244,2.1943810406853173,6.806312561035156,0.5882352941176471
245,2.1940330337075626,6.808972040812175,0.9411764705882353
246,2.1981295277090633,6.486528396606445,0.6470588235294118
247,2.203910939833697,6.473004659016927,0.7058823529411765
248,2.194689568351297,7.1394392649332685,0.7058823529411765
249,2.1977091396556183,6.462626139322917,0.7058823529411765
250,2.1988502810983097,7.133437474568685,0.7647058823529411
251,2.1933600061080036,6.469636917114258,0.8235294117647058
252,2.1959641961490406,6.145609537760417,0.8823529411764706
253,2.1901620135587803,6.478557586669922,0.9411764705882353
254,2.190728145487168,6.4771982828776045,0.8235294117647058
255,2.1904722101548137,6.8119252522786455,0.7647058823529411
256,2.1896112946903004,6.467643737792969,0.7647058823529411
257,2.189905278822955,6.478312810262044,0.7058823529411765
258,2.189658711938297,6.802185694376628,0.7058823529411765
