epoch,training_loss,validation_loss,accuracy
1,2.81730915518368,7.145335515340169,0.058823529411764705
2,2.869759138892679,7.812002182006836,0.0
3,2.8697591248680565,7.812002182006836,0.058823529411764705
4,2.8697591529173008,7.812002182006836,0.17647058823529413
5,2.869759166941923,7.812002182006836,0.23529411764705882
6,2.869759166941923,7.812002182006836,0.11764705882352941
7,2.8697591248680565,7.812002182006836,0.058823529411764705
8,2.869759138892679,7.812002182006836,0.29411764705882354
9,2.8697591529173008,7.812002182006836,0.0
10,2.8697591248680565,7.812002182006836,0.058823529411764705
11,2.8697591248680565,7.478668848673503,0.0
12,2.869759138892679,7.812002182006836,0.0
13,2.869759138892679,7.478668848673503,0.058823529411764705
14,2.869759138892679,7.812002182006836,0.058823529411764705
15,2.8697591248680565,7.478668848673503,0.11764705882352941
16,2.8697591529173008,7.812002182006836,0.058823529411764705
17,2.8697591248680565,7.812002182006836,0.058823529411764705
18,2.8697591248680565,7.478668848673503,0.0
19,2.869759138892679,7.812002182006836,0.0
20,2.869759138892679,7.812002182006836,0.058823529411764705
21,2.8697591529173008,7.812002182006836,0.0
22,2.869759138892679,7.478668848673503,0.058823529411764705
23,2.869759138892679,7.812002182006836,0.058823529411764705
24,2.869759138892679,7.478668848673503,0.11764705882352941
25,2.869759166941923,7.812002182006836,0.11764705882352941
26,2.8697591529173008,7.478668848673503,0.0
27,2.869759138892679,7.478668848673503,0.058823529411764705
28,2.869759138892679,7.478668848673503,0.0
29,2.869759138892679,7.145335515340169,0.058823529411764705
30,2.8697591248680565,7.478668848673503,0.11764705882352941
31,2.869759138892679,7.812002182006836,0.0
32,2.869759138892679,7.478668848673503,0.17647058823529413
33,2.8697591529173008,7.812002182006836,0.058823529411764705
34,2.8697591248680565,7.812002182006836,0.0
35,2.8697591248680565,7.145335515340169,0.11764705882352941
36,2.8697591248680565,7.812002182006836,0.17647058823529413
37,2.8697591529173008,7.478668848673503,0.058823529411764705
38,2.869759138892679,7.812002182006836,0.0
39,2.8697591529173008,7.812002182006836,0.0
40,2.869759138892679,7.812002182006836,0.0
41,2.8697591248680565,7.812002182006836,0.058823529411764705
42,2.8697591529173008,7.145335515340169,0.11764705882352941
43,2.869759166941923,7.812002182006836,0.17647058823529413
44,2.8697591529173008,7.478668848673503,0.0
45,2.8697591529173008,7.812002182006836,0.11764705882352941
46,2.869759138892679,7.478668848673503,0.11764705882352941
47,2.8697591248680565,7.812002182006836,0.23529411764705882
48,2.869759138892679,7.478668848673503,0.11764705882352941
49,2.869759138892679,7.812002182006836,0.11764705882352941
50,2.8697591248680565,7.812002182006836,0.0
51,2.8697591248680565,7.145335515340169,0.0
52,2.8697591248680565,7.812002182006836,0.0
53,2.869759138892679,7.478668848673503,0.11764705882352941
54,2.8697591248680565,7.145335515340169,0.058823529411764705
55,2.8697591248680565,7.812002182006836,0.058823529411764705
56,2.869759138892679,7.812002182006836,0.0
57,2.869759166941923,7.812002182006836,0.058823529411764705
58,2.8697591248680565,7.812002182006836,0.0
59,2.8697591529173008,7.812002182006836,0.0
60,2.869759138892679,7.145335515340169,0.11764705882352941
