batch_size_4,batch_size_32,batch_size_64
2.8319363594055176,2.8267571926116943,2.8305089473724365
1.9286956787109375,2.830091953277588,2.82989239692688
3.0862035751342773,2.8340952396392822,2.8304762840270996
2.4310669898986816,2.8309240341186523,2.8301210403442383
2.8858087062835693,2.823035955429077,2.836534261703491
1.4000645875930786,2.8359220027923584,2.8329715728759766
2.1706321239471436,2.823143243789673,2.831512451171875
2.325202226638794,2.825510025024414,2.8154900074005127
1.4283747673034668,2.833352565765381,2.8365888595581055
1.5801383256912231,2.8213350772857666,2.825066566467285
0.9113309383392334,2.8234143257141113,2.827397584915161
1.7357646226882935,2.8168070316314697,2.831875801086426
0.3822612762451172,2.8174445629119873,2.8139584064483643
0.7072091698646545,2.8266642093658447,2.8276185989379883
1.4623363018035889,2.803865909576416,2.8122236728668213
0.3566574454307556,2.835949659347534,2.8292691707611084
0.0026036780327558517,2.812467098236084,2.815570831298828
0.11169230192899704,2.784862518310547,2.8131792545318604
0.69333815574646,2.664883852005005,2.8354601860046387
0.23391228914260864,2.5947892665863037,2.811014175415039
0.008205102756619453,2.7198195457458496,2.814478874206543
0.014180636964738369,2.4463343620300293,2.8242523670196533
0.0018512397073209286,2.273653745651245,2.8117661476135254
2.577277898788452,2.1605687141418457,2.790837526321411
0.0004501830553635955,2.181337356567383,2.8048362731933594
0.0004953303141519427,2.0019707679748535,2.8023340702056885
9.655868780100718e-06,1.7281973361968994,2.7839314937591553
7.43795171729289e-05,1.7133537530899048,2.793139696121216
3.963450581068173e-05,1.759016990661621,2.761809825897217
4.082892246515257e-06,1.596067190170288,2.8119008541107178
1.2427352885424625e-05,1.634145975112915,2.755640745162964
5.9902040447923355e-06,1.8412641286849976,2.7386441230773926
0.00011734762665582821,1.9109469652175903,2.752570390701294
0.0009139958419837058,1.491197109222412,2.7387452125549316
6.24914828222245e-05,1.3335933685302734,2.712433338165283
8.046613970691396e-07,1.518065094947815,2.630011796951294
2.5629938136262354e-06,1.3304363489151,2.692718505859375
6.258483722376695e-07,1.5369540452957153,2.608201742172241
3.9338774513453245e-06,1.260644555091858,2.5257461071014404
2.801411937980447e-06,1.3030098676681519,2.4300060272216797
2.7685024178936146e-05,1.2587841749191284,2.313026189804077
3.3676467410259647e-06,0.7545098662376404,2.460357904434204
3.862082667183131e-05,1.2219688892364502,2.2451019287109375
6.556508083122026e-07,0.9627317190170288,1.9302858114242554
2.5033321435330436e-05,0.8904131650924683,2.2601470947265625
3.406175164855085e-05,1.1565877199172974,1.9441858530044556
0.0,0.7612009644508362,2.1494557857513428
1.8864226149162278e-05,0.3804638981819153,1.9112883806228638
8.940696005765858e-08,0.6845027208328247,2.0527682304382324
1.5497173535550246e-06,0.5663672685623169,1.8690502643585205
3.5166590350854676e-06,0.4273548424243927,1.7682946920394897
7.063050816213945e-06,0.3785671591758728,1.9308112859725952
2.9802320611338473e-08,0.2891649603843689,1.7280293703079224
8.34464117360767e-07,0.40560320019721985,1.7654355764389038
6.139202923804987e-06,0.20667318999767303,1.614011287689209
6.895463593536988e-05,0.16239196062088013,1.8846404552459717
1.341102915830561e-06,0.3818143606185913,1.7186975479125977
2.9206182716734475e-06,0.18530499935150146,1.8015919923782349
6.258411758608418e-06,0.31625205278396606,1.5442736148834229
2.652395551194786e-06,0.26835405826568604,1.51596200466156
