epoch,accuracy
1,0.11764705882352941
1,0.0
2,0.0
3,0.0
4,0.17647058823529413
5,0.17647058823529413
6,0.058823529411764705
7,0.11764705882352941
8,0.058823529411764705
9,0.0
10,0.058823529411764705
11,0.11764705882352941
12,0.0
13,0.058823529411764705
14,0.0
15,0.17647058823529413
16,0.058823529411764705
17,0.23529411764705882
18,0.0
19,0.11764705882352941
20,0.11764705882352941
21,0.17647058823529413
22,0.17647058823529413
23,0.058823529411764705
24,0.058823529411764705
25,0.058823529411764705
26,0.058823529411764705
27,0.17647058823529413
28,0.11764705882352941
29,0.11764705882352941
30,0.29411764705882354
31,0.058823529411764705
32,0.0
33,0.23529411764705882
34,0.17647058823529413
35,0.058823529411764705
36,0.11764705882352941
37,0.0
38,0.11764705882352941
39,0.23529411764705882
40,0.11764705882352941
41,0.29411764705882354
42,0.17647058823529413
43,0.0
44,0.11764705882352941
45,0.058823529411764705
46,0.0
47,0.0
48,0.23529411764705882
49,0.058823529411764705
50,0.0
51,0.0
52,0.17647058823529413
53,0.11764705882352941
54,0.17647058823529413
55,0.0
56,0.11764705882352941
57,0.17647058823529413
58,0.29411764705882354
59,0.23529411764705882
60,0.17647058823529413
61,0.23529411764705882
62,0.11764705882352941
63,0.058823529411764705
64,0.058823529411764705
65,0.058823529411764705
66,0.11764705882352941
67,0.17647058823529413
68,0.5294117647058824
69,0.058823529411764705
70,0.11764705882352941
71,0.23529411764705882
72,0.058823529411764705
73,0.058823529411764705
74,0.29411764705882354
75,0.17647058823529413
76,0.17647058823529413
77,0.23529411764705882
78,0.11764705882352941
79,0.17647058823529413
80,0.11764705882352941
81,0.058823529411764705
82,0.11764705882352941
83,0.23529411764705882
84,0.23529411764705882
85,0.23529411764705882
86,0.17647058823529413
87,0.23529411764705882
88,0.29411764705882354
89,0.11764705882352941
90,0.11764705882352941
91,0.17647058823529413
92,0.11764705882352941
93,0.23529411764705882
94,0.17647058823529413
95,0.17647058823529413
96,0.11764705882352941
97,0.23529411764705882
98,0.35294117647058826
99,0.4117647058823529
100,0.29411764705882354
101,0.23529411764705882
102,0.29411764705882354
103,0.23529411764705882
104,0.11764705882352941
105,0.17647058823529413
106,0.058823529411764705
107,0.29411764705882354
108,0.058823529411764705
109,0.058823529411764705
110,0.17647058823529413
111,0.29411764705882354
112,0.4117647058823529
113,0.47058823529411764
114,0.29411764705882354
115,0.058823529411764705
116,0.23529411764705882
117,0.29411764705882354
118,0.23529411764705882
119,0.23529411764705882
120,0.29411764705882354
121,0.23529411764705882
122,0.17647058823529413
123,0.11764705882352941
124,0.11764705882352941
125,0.35294117647058826
126,0.35294117647058826
127,0.17647058823529413
128,0.17647058823529413
129,0.23529411764705882
130,0.17647058823529413
131,0.17647058823529413
132,0.23529411764705882
133,0.17647058823529413
134,0.35294117647058826
135,0.23529411764705882
136,0.35294117647058826
137,0.11764705882352941
138,0.17647058823529413
139,0.29411764705882354
140,0.17647058823529413
141,0.17647058823529413
142,0.23529411764705882
143,0.17647058823529413
144,0.17647058823529413
145,0.17647058823529413
146,0.4117647058823529
147,0.35294117647058826
148,0.29411764705882354
149,0.23529411764705882
150,0.35294117647058826
151,0.47058823529411764
152,0.17647058823529413
153,0.35294117647058826
154,0.29411764705882354
155,0.29411764705882354
156,0.35294117647058826
157,0.35294117647058826
158,0.11764705882352941
159,0.4117647058823529
160,0.4117647058823529
161,0.23529411764705882
162,0.35294117647058826
163,0.5294117647058824
164,0.29411764705882354
165,0.35294117647058826
166,0.23529411764705882
167,0.4117647058823529
168,0.35294117647058826
169,0.29411764705882354
170,0.47058823529411764
171,0.47058823529411764
172,0.23529411764705882
173,0.17647058823529413
174,0.4117647058823529
175,0.23529411764705882
176,0.29411764705882354
177,0.4117647058823529
178,0.35294117647058826
179,0.23529411764705882
180,0.23529411764705882
181,0.4117647058823529
182,0.35294117647058826
183,0.23529411764705882
184,0.35294117647058826
185,0.35294117647058826
186,0.35294117647058826
187,0.4117647058823529
188,0.4117647058823529
189,0.29411764705882354
190,0.35294117647058826
191,0.47058823529411764
192,0.47058823529411764
193,0.47058823529411764
194,0.47058823529411764
195,0.23529411764705882
196,0.17647058823529413
197,0.23529411764705882
198,0.29411764705882354
199,0.35294117647058826
200,0.47058823529411764
