epoch,loss
1,1.4655835909001969
2,1.416317277094897
3,1.4163172735887415
4,1.4163172893664415
5,1.4163173051441418
6,1.4163172806010527
7,1.416317277094897
8,1.4163172683295082
9,1.4163172806010527
10,1.4163172490456526
11,1.4163172806010527
12,1.4163172490456526
13,1.4163172806010527
14,1.4163172806010527
15,1.4163172841072083
16,1.4163172525518082
17,1.416317294625675
18,1.416317270082586
19,1.4163172841072083
20,1.416317245539497
21,1.4163172490456526
22,1.4163172823541306
23,1.4163172209964079
24,1.416317270082586
25,1.416317310403375
26,1.416317278847975
27,1.4163172981318306
28,1.4163172928725971
29,1.4163172578110415
30,1.4163172876133638
31,1.416317245539497
32,1.416317277094897
33,1.4163172665764303
34,1.416317277094897
35,1.4163172806010527
36,1.4163172665764303
37,1.4163172507987303
38,1.4163172876133638
39,1.4163172472925747
40,1.4163172753418194
41,1.4163172893664415
42,1.4163172490456526
43,1.4163172893664415
44,1.4163172139840967
45,1.416317277094897
46,1.4163172981318306
47,1.4163172963787527
48,1.4163172648233526
49,1.416317294625675
50,1.4163172893664415
51,1.4163172823541306
52,1.4163172665764303
53,1.4163173016379862
54,1.4163172718356638
55,1.4163172350210302
56,1.4163172753418194
57,1.4163172665764303
58,1.4163173016379862
59,1.4163172560579635
60,1.416317277094897
61,1.4163173139095306
62,1.4163172806010527
63,1.4163172806010527
64,1.416317278847975
65,1.416317277094897
66,1.416317270082586
67,1.4163172841072083
68,1.4163172648233526
69,1.4163172981318306
70,1.4163172806010527
71,1.4163172665764303
72,1.4163172823541306
73,1.4163172543048859
74,1.4163172841072083
75,1.4163172893664415
76,1.4163172735887415
77,1.4163172841072083
78,1.4163172490456526
79,1.4163172735887415
80,1.4163172507987303
81,1.416317277094897
82,1.4163172841072083
83,1.4163172893664415
84,1.4163172630702747
85,1.4163172893664415
86,1.4163172998849083
87,1.4163172876133638
88,1.4163172735887415
89,1.416317261317197
90,1.4163172630702747
91,1.416317277094897
92,1.416317270082586
93,1.4163172648233526
94,1.4163173016379862
95,1.4163172823541306
96,1.416317270082586
97,1.4163172665764303
98,1.4163172893664415
99,1.4163172735887415
100,1.4163172876133638
101,1.416317270082586
102,1.4163172841072083
103,1.4163172665764303
104,1.4163172963787527
105,1.4163172911195194
106,1.4163172578110415
107,1.4163173016379862
108,1.4163172928725971
109,1.4163172806010527
110,1.416317270082586
111,1.4163172963787527
112,1.4163173139095306
113,1.4163172753418194
114,1.4163172735887415
115,1.4163172718356638
116,1.4163172525518082
117,1.416317245539497
118,1.4163172420333414
119,1.4163172718356638
120,1.416317270082586
121,1.4163172841072083
122,1.4163172911195194
123,1.4163172718356638
124,1.4163172981318306
125,1.4163172911195194
126,1.4163172841072083
127,1.4163172385271858
128,1.4163172420333414
129,1.416317270082586
130,1.4163172595641191
131,1.4163172841072083
132,1.4163172648233526
133,1.4163172665764303
134,1.4163173086502974
135,1.4163172841072083
136,1.4163172578110415
137,1.4163172806010527
138,1.4163172297617967
139,1.4163172735887415
140,1.4163172543048859
141,1.416317245539497
142,1.416317270082586
143,1.416317278847975
144,1.4163172806010527
145,1.4163172806010527
146,1.4163172981318306
147,1.4163172753418194
148,1.416317294625675
149,1.4163172963787527
150,1.416317277094897
151,1.4163172806010527
152,1.4163172911195194
153,1.416317270082586
154,1.4163172683295082
155,1.4163173016379862
156,1.4163172525518082
157,1.4163172981318306
158,1.4163172823541306
159,1.4163172718356638
160,1.4163172560579635
161,1.4163172981318306
162,1.4163172560579635
163,1.4163172735887415
164,1.4163172665764303
165,1.416317278847975
166,1.4163172806010527
167,1.4163172630702747
168,1.416317277094897
169,1.4163172735887415
170,1.4163173174156862
171,1.4163172735887415
172,1.4163172806010527
173,1.4163172876133638
174,1.4163173086502974
175,1.4163172981318306
176,1.4163172876133638
177,1.4163172735887415
178,1.4163172963787527
179,1.416317270082586
180,1.4163172998849083
181,1.4163172928725971
182,1.416317310403375
183,1.4163173068972195
184,1.4163172630702747
185,1.4163173051441418
186,1.4163172981318306
187,1.416317277094897
188,1.4163172718356638
189,1.4163172981318306
190,1.4163172490456526
191,1.4163173139095306
192,1.4163173086502974
193,1.4163172806010527
194,1.4163172735887415
195,1.4163172806010527
196,1.4163172911195194
197,1.4163172735887415
198,1.4163172490456526
199,1.416317277094897
200,1.4163172806010527
