,batch_size_4,batch_size_32,batch_size_64
0,4.9135236740112305,2.9241809844970703,2.8248987197875977
1,2.3450918197631836,2.909372568130493,2.8608028888702393
2,2.442798614501953,2.440882921218872,2.7131948471069336
3,2.3719429969787598,2.7145907878875732,2.7302308082580566
4,2.077052354812622,1.950748085975647,2.5913517475128174
5,1.8452695608139038,2.2601146697998047,2.5070464611053467
6,2.739321231842041,1.9211933612823486,2.6025266647338867
7,2.254582405090332,2.184483051300049,2.3535683155059814
8,2.3293004035949707,2.2679107189178467,2.3437514305114746
9,2.104811668395996,1.9664851427078247,2.342595100402832
10,1.6280641555786133,2.0057504177093506,2.3432695865631104
11,0.8803319334983826,1.5954079627990723,2.047200918197632
12,1.019496202468872,1.7078417539596558,1.9820406436920166
13,1.5845755338668823,1.1651692390441895,2.019601345062256
14,0.7282336950302124,1.9183331727981567,1.9918696880340576
15,1.4524928331375122,1.2956738471984863,1.7710375785827637
16,2.5938620567321777,1.1041700839996338,2.111848831176758
17,0.9954806566238403,0.9226235747337341,1.7837167978286743
18,1.6889657974243164,1.2346723079681396,1.7800956964492798
19,1.4420440196990967,1.1127275228500366,1.6427899599075317
20,1.509114384651184,1.4752790927886963,1.5540882349014282
21,0.28519418835639954,1.1711610555648804,1.820296049118042
22,1.312469482421875,1.2535009384155273,1.6937639713287354
23,1.0969853401184082,1.2745543718338013,1.4072048664093018
24,1.2394598722457886,1.024878978729248,1.4781215190887451
25,0.6512988209724426,0.6843233108520508,1.7808178663253784
26,0.8753873109817505,0.5718094706535339,1.4133236408233643
27,1.2538423538208008,0.7812345027923584,1.2195419073104858
28,0.6557955145835876,0.5956400632858276,1.5077155828475952
29,0.9394524097442627,0.5241400003433228,1.4067096710205078
30,1.347976565361023,0.43746885657310486,1.0934032201766968
31,1.677631139755249,0.5815805792808533,1.1545817852020264
32,0.6406297087669373,0.5270395874977112,1.1937919855117798
33,0.04344680905342102,0.6688259840011597,0.7325420379638672
34,0.936352014541626,0.42982998490333557,0.8062674403190613
35,0.14652368426322937,1.060707688331604,0.9664132595062256
36,0.7616879940032959,0.35711321234703064,0.9043987393379211
37,0.46217530965805054,0.8481608629226685,0.828761875629425
38,0.9163691401481628,0.2774863541126251,0.6588344573974609
39,0.37729260325431824,0.20027203857898712,0.6728726625442505
40,1.615916132926941,0.22400249540805817,0.8044935464859009
41,0.1701083481311798,0.30491578578948975,0.6429707407951355
42,0.26734843850135803,0.1818041354417801,0.8365871906280518
43,1.9439533948898315,0.15317028760910034,0.5155358910560608
44,0.1601642668247223,0.30482935905456543,0.6041648387908936
45,1.6089481115341187,0.20861303806304932,0.4845947027206421
46,0.029351307079195976,0.1866936832666397,0.8379122614860535
47,0.542321503162384,0.32740557193756104,0.7405040264129639
48,0.39274269342422485,0.30074402689933777,0.5708640217781067
49,0.2678864002227783,0.10257355868816376,0.5249489545822144
50,0.005199444480240345,0.12284821271896362,0.37048426270484924
51,0.11403437703847885,0.07222285866737366,0.35068124532699585
52,0.0368405282497406,0.1724606156349182,0.32725420594215393
53,0.023643720895051956,0.0512082614004612,0.4598434865474701
54,0.00455700745806098,0.06991637498140335,0.2170027494430542
55,0.48980656266212463,0.06842689961194992,0.4322335422039032
56,0.0008562199654988945,0.14472155272960663,0.16470113396644592
57,0.0006596218445338309,0.08051454275846481,0.29847919940948486
58,0.021497823297977448,0.15932250022888184,0.6603740453720093
59,0.03368229791522026,0.11688534915447235,0.6184486746788025
