,0
brightness,0.8222
contrast,0.59178
defocus_blur,0.75702
elastic_transform,0.74862
fog,0.70074
frost,0.75882
gaussian_blur,0.7207
gaussian_noise,0.69658
glass_blur,0.62688
impulse_noise,0.6158
jpeg_compression,0.7931
motion_blur,0.7009
pixelate,0.78706
saturate,0.79844
shot_noise,0.73192
snow,0.75142
spatter,0.74112
speckle_noise,0.72974
zoom_blur,0.7242
avg,0.72616
