,0
brightness,0.62078
contrast,0.41652
defocus_blur,0.64128
elastic_transform,0.6164
fog,0.4772
frost,0.55882
gaussian_blur,0.62612
gaussian_noise,0.6584
glass_blur,0.62772
impulse_noise,0.64122
jpeg_compression,0.66484
motion_blur,0.60138
pixelate,0.65684
saturate,0.61462
shot_noise,0.6607
snow,0.59778
spatter,0.62892
speckle_noise,0.65966
zoom_blur,0.61158
avg,0.6095147368421054
